trait_1,trait_2,trait_3,trait_4,trait_5,trait_6,trait_7,trait_8,trait_9,trait_10,anomaly
1.5428992188224666,-0.3318087379226606,1.6674380689673436,0.6051301075441423,0.005661738640155198,-0.7322404551737384,0.7983969284323266,0.7535123727124061,-0.6897920514447727,-0.9549275003099593,0.0
0.0028256333938927077,-0.3246706736755795,-0.6436283306472481,1.531520175168237,0.8283950708178556,-2.244995169262712,0.49780270119898457,-0.2876404213204329,-0.9310511804185599,0.29808245557684476,0.0
0.3959782015685995,1.2894257796463384,-1.069001977917959,0.9554559968704335,0.6724877905192479,-0.7088101875210765,0.3310991864227503,-1.4805169270236362,-0.13156180958862515,-1.2191400152682186,0.0
0.16555044358236132,-1.1224911765330732,0.43225277367213766,0.7379552669603693,-0.35951815756522254,-0.5589912127550556,1.2452807067122538,0.17428755238985683,-0.36411421971561264,0.20830231295301319,0.0
0.8528664623762219,-0.6309194793474966,1.2214723487070636,0.4486216037789817,-0.662214443944547,0.4123458929128697,-0.8285550405661177,0.3147985867984422,-0.7241320476459232,1.2980249273105373,0.0
0.7515254009488855,-0.8043735963658343,0.965932493271863,0.5380639197850179,-0.20140895547300502,1.2810820182249307,-0.8735816250179531,-1.0215197540069658,0.3792481810165377,-0.498192347813381,0.0
1.3761339574909541,-1.4787165953749726,0.29991481617196875,-0.39800084077684944,0.1540961893544909,-0.6843068118127351,0.18679217903076076,-0.7694702579520255,-0.5455404879195251,-1.1134006153436784,0.0
-1.8995419669281812,0.7384050457076499,1.6720949656281032,1.3774961917448867,-0.5103070250691241,-0.26257314834369894,-0.594123198072889,-0.7547126329931072,-0.15443082983146866,0.7184344049476101,0.0
0.3350791234544989,0.6202607485257691,-0.850550518930956,0.10352461414919395,-0.3681537166090389,0.11802196389835015,-0.27823082885441525,-0.9519493030325525,1.2203464782286861,0.3327541779412898,0.0
-0.04180695522064402,0.1157645797087125,0.07579261457157306,1.2041760234144783,-0.6626051457593368,-1.6761745821979543,1.610475003176776,-0.26745569983173256,-1.2541836361395264,3.4349482250112087,0.0
-0.32627154344635567,-1.5724712568867487,-0.5595764141300523,1.313720415260897,-1.476294759217037,-0.3424603277587285,0.40102945344357177,-0.9862090598986538,-0.3193144623124491,2.4463251882716954,0.0
0.4295215192200279,0.7383667886170443,1.4153369963746474,-1.5373103083795228,-0.6787428638361311,0.183702215056492,0.36031290248233,1.5686209498129993,-2.230804648920767,-0.917012893918945,0.0
0.7031919487999183,-0.20034368707215683,-1.0515790442670256,0.28326363170248803,-0.8636277152461105,0.5226597700140637,0.8566529105367614,-0.3078489572685359,1.4295214742760474,-0.48966615551962794,0.0
-0.9470659890451216,-1.1119266248360513,0.25235502415373445,0.1009860597590417,-1.0289504422270452,-0.04638030005878357,-0.7273597899405385,0.16876998198830795,1.5659968461144744,-1.3470442253446622,0.0
0.5001985168542875,1.0054032718279502,1.4381228725244977,-1.7151015024055036,0.2714589716623705,-1.5955050565956148,-0.011352108596615817,-0.24366136032273644,-0.2075926046096736,0.7480379463526817,0.0
